FUNKSFAM	N_annotations	annotation list
50780	14	50780_642467852 C6A9E1 EMBL:CP001515 RefSeq:YP_002968801.1 STRING:580050.Balac_1390 EnsemblBacteria:ACS46739 GeneID:8009332 KEGG:blc:Balac_1390 eggNOG:NOG272047 HOGENOM:HOG000023936 OMA:AILGCCI OrthoDB:EOG628F31 ProtClustDB:CLSK865449 BioCyc:BANI580050:GI23-1390-MONOMER
50779	9	50779_643983721 D4H0L1 EMBL:CP001968 RefSeq:YP_003504480.1 EnsemblBacteria:ADD68524 GeneID:8876113 KEGG:dap:Dacet_1760 PATRIC:35353483 BioCyc:DACE522772:GHC2-1778-MONOMER
50707	14	50707_642235997 C9XIF6 EMBL:FN538970 RefSeq:YP_003213098.1 STRING:645462.CD196_0045 EnsemblBacteria:CBA60123 GeneID:8463309 KEGG:cdc:CD196_0045 PATRIC:19446162 eggNOG:NOG319410 HOGENOM:HOG000109199 OMA:YLNIMEL OrthoDB:EOG6KWZ0D BioCyc:CDIF645462:GJED-95-MONOMER
50581	18	50581_645059686 B3DP53 EMBL:CP000605 RefSeq:YP_001955410.1 STRING:205913.BLD_1467 EnsemblBacteria:ACD98912 GeneID:6363027 KEGG:blj:BLD_1467 PATRIC:21115932 eggNOG:NOG12793 HOGENOM:HOG000063752 OMA:SSSHEFV OrthoDB:EOG6Z0Q61 ProtClustDB:CLSK2304217 BioCyc:BLON205913:GJB4-1516-MONOMER InterPro:IPR019931 TIGRFAMs:TIGR01167 PROSITE:PS50847
50467	15	50467_641079935 B2IQ83 EMBL:CP001033 RefSeq:YP_001835972.1 STRING:516950.SPCG_1255 EnsemblBacteria:ACB90507 GeneID:6218397 KEGG:spw:SPCG_1255 PATRIC:19678780 eggNOG:NOG294395 HOGENOM:HOG000285258 OMA:KEPSWDG OrthoDB:EOG60SCN1 ProtClustDB:CLSK2310146 BioCyc:SPNE516950:GI38-1266-MONOMER
58175	8	58175_645530477 F9ZJN7 EMBL:CP002552 RefSeq:YP_004293437.1 EnsemblBacteria:ADZ25275 GeneID:10296823 KEGG:nit:NAL212_0322 BioCyc:NSP153948:GHZ8-158-MONOMER
58138	12	58138_645150511 D1AID0 EMBL:CP001739 RefSeq:YP_003308445.1 EnsemblBacteria:ACZ08514 GeneID:8597125 KEGG:str:Sterm_1656 PATRIC:32407266 HOGENOM:HOG000104794 OMA:VICEKIS OrthoDB:EOG6VF34H BioCyc:STER526218:GHLD-1666-MONOMER
58130	15	58130_645423220 A0Q9S6 EMBL:CP000479 RefSeq:YP_879664.1 STRING:243243.MAV_0379 EnsemblBacteria:ABK69059 GeneID:4526694 KEGG:mav:MAV_0379 PATRIC:17982496 eggNOG:NOG150148 HOGENOM:HOG000068048 OMA:FDEDASI OrthoDB:EOG6BW514 ProtClustDB:CLSK903824 BioCyc:MAVI243243:GH3Y-378-MONOMER
58104	11	58104_644012981 D2SAD5 EMBL:CP001867 RefSeq:YP_003408235.1 EnsemblBacteria:ADB73864 GeneID:8752766 KEGG:gob:Gobs_1105 PATRIC:32171352 HOGENOM:HOG000248956 OMA:KWKANIV BioCyc:GOBS526225:GI00-1123-MONOMER
58065	5	58065_638905481 A3VKT5 EMBL:AAMT01000019 EnsemblBacteria:EAQ11122 PATRIC:28481210
57999	12	57999_645183014 D1B0B1 EMBL:CP001816 RefSeq:YP_003303763.1 EnsemblBacteria:ACZ11728 GeneID:8592226 KEGG:sdl:Sdel_0693 PATRIC:32482151 HOGENOM:HOG000003993 OMA:GAMCSAG OrthoDB:EOG61CM1J BioCyc:SDEL525898:GHVA-717-MONOMER
57997	11	57997_645163804 D2QFM8 EMBL:CP001769 RefSeq:YP_003387201.1 EnsemblBacteria:ADB38402 GeneID:8726126 KEGG:sli:Slin_2382 PATRIC:32434675 HOGENOM:HOG000252839 OMA:NLCVTEN BioCyc:SLIN504472:GHKB-2398-MONOMER
57909	18	57909_644016363 D0L3I4 EMBL:CP001802 RefSeq:YP_003272076.1 STRING:526226.Gbro_0870 EnsemblBacteria:ACY20183 GeneID:8550206 KEGG:gbr:Gbro_0870 PATRIC:32181241 eggNOG:NOG68152 HOGENOM:HOG000070320 OMA:VYDISDC OrthoDB:EOG6CS00N BioCyc:GBRO526226:GHJF-877-MONOMER Gene3D:2.130.10.10 InterPro:IPR011048 InterPro:IPR015943 SUPFAM:SSF51004
57838	14	57838_645352205 B7MLS1 EMBL:CU928161 RefSeq:YP_002394337.1 EnsemblBacteria:CAR06001 GeneID:7129916 KEGG:ecz:ECS88_4853 PATRIC:18417392 eggNOG:NOG87161 HOGENOM:HOG000043246 OMA:KFMLVAC OrthoDB:EOG6JHRK2 ProtClustDB:CLSK744416 BioCyc:ECOL585035:GJWP-4819-MONOMER
57803	14	57803_637197355 A1IQ44 EMBL:AL157959 PIR:G81979 RefSeq:YP_002342076.1 STRING:122587.NMA0603 EnsemblBacteria:CAM07870 GeneID:906597 KEGG:nma:NMA0603 HOGENOM:HOG000218762 OMA:VWDAKST OrthoDB:EOG615VMQ ProtClustDB:CLSK879405 BioCyc:NMEN122587:GI3Q-566-MONOMER
57762	6	57762_642347238 B1SG73 EMBL:ABJK02000022 EnsemblBacteria:EDT46686 PATRIC:25727532 OrthoDB:EOG66B3VK
57750	5	57750_640208356 A1HQK7 EMBL:AAWL01000008 EnsemblBacteria:EAX47677 PATRIC:30836895
57741	9	57741_640626266 A3IP33 EMBL:AAXW01000011 EnsemblBacteria:EAZ91835 PATRIC:27725982 Gene3D:2.60.120.10 InterPro:IPR014710 InterPro:IPR011051 SUPFAM:SSF51182
57668	4	57668_645265913 F2ZN11 EMBL:ABZR01000546 EnsemblBacteria:EGI03801
57620	5	57620_639872253 Q0FP45 EMBL:AATQ01000019 EnsemblBacteria:EAU46014 PATRIC:28150033
57579	5	57579_638757076 A2W154 EMBL:CH482378 EnsemblBacteria:EAY65700 PATRIC:26855803
57549	16	57549_638479033 C0R3G6 EMBL:CP001391 RefSeq:YP_002727249.1 ProteinModelPortal:C0R3G6 STRING:66084.WRi_007020 EnsemblBacteria:ACN95458 GeneID:7669430 KEGG:wri:WRi_007020 PATRIC:24035588 eggNOG:NOG116050 HOGENOM:HOG000063533 OMA:NESRHIG OrthoDB:EOG6VB6R8 ProtClustDB:CLSK2306951 BioCyc:WSP66084:GHAN-659-MONOMER
57465	14	57465_645152910 D1AHR9 EMBL:CP001739 RefSeq:YP_003308234.1 EnsemblBacteria:ACZ08303 GeneID:8596914 KEGG:str:Sterm_1441 PATRIC:32406830 HOGENOM:HOG000109232 OMA:ENYMENE OrthoDB:EOG6CGC8G BioCyc:STER526218:GHLD-1451-MONOMER InterPro:IPR013491 TIGRFAMs:TIGR02675
57421	15	57421_638416317 A3N0E8 EMBL:CP000569 RefSeq:YP_001053489.1 STRING:416269.APL_0786 EnsemblBacteria:ABN73884 GeneID:4849488 KEGG:apl:APL_0786 PATRIC:20746450 eggNOG:NOG68962 HOGENOM:HOG000249565 OMA:IQNINET OrthoDB:EOG6XQ3GZ ProtClustDB:CLSK936997 BioCyc:APLE416269:GHV7-798-MONOMER
57370	9	57370_644168491 E2NH79 EMBL:ACCH01000267 EnsemblBacteria:EEF88712 PATRIC:26975290 Gene3D:2.115.10.20 InterPro:IPR023296 InterPro:IPR011040 SUPFAM:SSF50939
57175	11	57175_644048746 D2PZ75 EMBL:CP001736 RefSeq:YP_003382483.1 EnsemblBacteria:ADB33684 GeneID:8721281 KEGG:kfl:Kfla_4666 PATRIC:32239781 HOGENOM:HOG000239313 OMA:DWSEHAP BioCyc:KFLA479435:GI0F-4704-MONOMER
57166	10	57166_641386296 A7UY85 EMBL:AAYH02000031 ProteinModelPortal:A7UY85 EnsemblBacteria:EDO56114 PATRIC:27174435 GO:GO:0003824 GO:GO:0008152 InterPro:IPR011146 SUPFAM:SSF54197
57134	7	57134_644225991 C0ESR2 EMBL:ACEP01000029 EnsemblBacteria:EEG37654 PATRIC:30665887 InterPro:IPR027417 SUPFAM:SSF52540
57068	5	57068_639126407 Q1VBJ3 EMBL:AAPS01000006 EnsemblBacteria:EAS76836 PATRIC:29681885
57018	7	57018_645614388 C6PY10 EMBL:ACVI01000072 EMBL:GG770685 EnsemblBacteria:EET85893 EnsemblBacteria:EFG88313 PATRIC:26470012
56897	16	56897_645573973 C9RRY9 EMBL:CP001792 RefSeq:YP_003249807.1 STRING:59374.Fisuc_1732 EnsemblBacteria:ACX75325 GeneID:8522344 KEGG:fsu:Fisuc_1732 PATRIC:32143229 eggNOG:NOG313743 OMA:WSANATI OrthoDB:EOG65N19X Gene3D:2.120.10.30 InterPro:IPR011042 InterPro:IPR011047 SUPFAM:SSF50998
56890	5	56890_640614511 A4ECX2 EMBL:AAVN02000014 EnsemblBacteria:EBA38592 PATRIC:31037969
56844	18	56844_643167051 D4L313 EMBL:FP929050 RefSeq:YP_007779780.1 EnsemblBacteria:CBL14003 GeneID:15181992 KEGG:rix:RO1_37670 PATRIC:43153645 GO:GO:0003723 GO:GO:0003964 GO:GO:0006278 InterPro:IPR013597 InterPro:IPR000123 InterPro:IPR000477 Pfam:PF08388 Pfam:PF00078 PRINTS:PR00866 PROSITE:PS50878
56838	14	56838_644024982 D0LRJ6 EMBL:CP001804 RefSeq:YP_003269117.1 ProteinModelPortal:D0LRJ6 STRING:502025.Hoch_4734 EnsemblBacteria:ACY17224 GeneID:8547141 KEGG:hoh:Hoch_4734 PATRIC:32199291 eggNOG:NOG86642 HOGENOM:HOG000291911 OrthoDB:EOG6B625D BioCyc:HOCH502025:GI43-4771-MONOMER
56715	6	56715_645612169 C6PRP7 EMBL:ACVI01000018 EMBL:GG770683 EnsemblBacteria:EET88090 EnsemblBacteria:EFG88705
56695	12	56695_645184723 D1B2Y5 EMBL:CP001816 RefSeq:YP_003304490.1 EnsemblBacteria:ACZ12455 GeneID:8592977 KEGG:sdl:Sdel_1437 PATRIC:32483673 HOGENOM:HOG000101845 OMA:EPMVNAM OrthoDB:EOG62C9J9 BioCyc:SDEL525898:GHVA-1468-MONOMER
56668	5	56668_644187004 C6LD14 EMBL:ACCL02000006 EnsemblBacteria:EET61497 PATRIC:29034218
56657	5	56657_643130239 C9KTE2 EMBL:ABXI02000020 EnsemblBacteria:EEX46591 PATRIC:27011531
56603	12	56603_638988778 A4AMT8 EMBL:CP002157 RefSeq:YP_003861610.1 EnsemblBacteria:EAR02310 GeneID:9718327 KEGG:fbc:FB2170_03465 PATRIC:42331395 HOGENOM:HOG000252274 OMA:GNYHSAR ProtClustDB:CLSK954296 BioCyc:MSP313603:GH3X-971-MONOMER
56577	19	56577_643247358 B5BCY3 EMBL:FM200053 RefSeq:YP_002142855.1 ProteinModelPortal:B5BCY3 STRING:554290.SSPA2017 CAZy:GT2 EnsemblBacteria:CAR60221 KEGG:sek:SSPA2017 PATRIC:32344184 eggNOG:COG0463 HOGENOM:HOG000283247 OMA:KLWNFAI OrthoDB:EOG65TRV4 ProtClustDB:CLSK891776 BioCyc:SENT554290:GJDA-2159-MONOMER GO:GO:0016740 InterPro:IPR001173 Pfam:PF00535
56522	6	56522_638905748 A3VLJ8 EMBL:AAMT01000023 PRIDE:A3VLJ8 EnsemblBacteria:EAQ10886 PATRIC:28481091
56386	11	56386_638888675 A3U8H6 EMBL:CP002046 RefSeq:YP_003716213.1 EnsemblBacteria:EAP88543 GeneID:9296950 KEGG:cat:CA2559_07270 PATRIC:38158492 OMA:VERMADC ProtClustDB:CLSK822582 BioCyc:CATL216432:GHTE-1475-MONOMER
56347	5	56347_642795728 B3JNC7 EMBL:ABIY02000117 EnsemblBacteria:EDU99526 PATRIC:26985498
56343	12	56343_645183028 D1B0A1 EMBL:CP001816 RefSeq:YP_003303753.1 EnsemblBacteria:ACZ11718 GeneID:8592214 KEGG:sdl:Sdel_0682 PATRIC:32482125 HOGENOM:HOG000024751 OMA:YPLWQGL OrthoDB:EOG622PNZ BioCyc:SDEL525898:GHVA-705-MONOMER
56330	12	56330_644078858 D1CIT9 EMBL:CP001826 RefSeq:YP_003324482.1 EnsemblBacteria:ACZ43659 GeneID:8640803 KEGG:ttr:Tter_2774 PATRIC:32505995 HOGENOM:HOG000035530 OMA:ITIFADV OrthoDB:EOG6XDGXT BioCyc:TTER525904:GHMJ-2835-MONOMER
56208	14	56208_645565305 Q729G9 EMBL:AE017285 RefSeq:YP_011595.1 STRING:882.DVU2382 EnsemblBacteria:AAS96855 GeneID:2796116 KEGG:dvu:DVU2382 PATRIC:32064384 eggNOG:NOG43187 OMA:PVEYIAT OrthoDB:EOG6677MT ProtClustDB:CLSK705743 BioCyc:DVUL882:GJIL-2437-MONOMER
56205	11	56205_645161814 D2QE73 EMBL:CP001769 RefSeq:YP_003385227.1 EnsemblBacteria:ADB36428 GeneID:8724092 KEGG:sli:Slin_0364 PATRIC:32430627 HOGENOM:HOG000109559 OMA:GFRLRNE BioCyc:SLIN504472:GHKB-364-MONOMER
56043	6	56043_643148509 C0BQ85 EMBL:ABXX02000001 EnsemblBacteria:EEG71648 PATRIC:26499327 OrthoDB:EOG60919V
56005	11	56005_638420902 E4QXN6 EMBL:CP002277 RefSeq:YP_005828391.1 EnsemblBacteria:ADO81660 GeneID:12596527 PATRIC:43048743 OMA:KDSIGDC BioCyc:HINF262728:GLDR-1743-MONOMER InterPro:IPR004518 Pfam:PF03819
55808	8	55808_641482873 F7ZC75 EMBL:CP002623 RefSeq:YP_004692611.1 EnsemblBacteria:AEI95648 GeneID:10952105 KEGG:rli:RLO149_c037340 BioCyc:RLIT391595:GJEH-3710-MONOMER
55806	5	55806_644271708 C0FWS7 EMBL:ACFY01000137 EnsemblBacteria:EEG92987 PATRIC:30051436
55781	11	55781_644091376 D1BL67 EMBL:CP001820 RefSeq:YP_003311404.1 EnsemblBacteria:ACZ24124 GeneID:8635892 KEGG:vpr:Vpar_0440 PATRIC:32530172 OMA:YGAGQAK OrthoDB:EOG6JMMQV BioCyc:VPAR479436:GHOS-452-MONOMER
55744	15	55744_637749740 Q3A868 EMBL:CP000142 RefSeq:YP_006715810.1 STRING:338963.Pcar_0163 EnsemblBacteria:ABA87424 GeneID:3722976 KEGG:pca:Pcar_0163 PATRIC:22886190 eggNOG:NOG83079 HOGENOM:HOG000081595 OMA:FWRDEWI OrthoDB:EOG6FZ47X ProtClustDB:CLSK938486 BioCyc:PCAR338963:GKDU-173-MONOMER
55708	12	55708_645151778 D1AL39 EMBL:CP001739 RefSeq:YP_003309113.1 EnsemblBacteria:ACZ09182 GeneID:8597793 KEGG:str:Sterm_2328 PATRIC:32408640 HOGENOM:HOG000024562 OMA:SFPDFTI OrthoDB:EOG6XQ3P7 BioCyc:STER526218:GHLD-2338-MONOMER
55357	7	55357_644151558 D1PLB1 EMBL:ACBY02000020 EnsemblBacteria:EFB76769 GO:GO:0016787 Gene3D:3.40.50.1110 InterPro:IPR013831
55239	11	55239_645208266 D6A183 EMBL:DS999641 EnsemblBacteria:EFE71358 PATRIC:25326895 GO:GO:0003725 Gene3D:3.90.870.10 InterPro:IPR017945 InterPro:IPR006070 Pfam:PF01300 SUPFAM:SSF55821
55229	9	55229_638979441 A3ZWH2 EMBL:AANZ01000015 ProteinModelPortal:A3ZWH2 EnsemblBacteria:EAQ79200 PATRIC:36951229 GO:GO:0016787 Gene3D:3.40.50.1110 InterPro:IPR013831
54998	20	54998_643103345 C7T985 EMBL:AP011548 EMBL:FM179322 RefSeq:YP_003170029.1 RefSeq:YP_005864771.1 STRING:568703.LGG_00283 EnsemblBacteria:BAI40806 EnsemblBacteria:CAR86178 GeneID:12473354 GeneID:8422087 KEGG:lrg:LRHM_0279 KEGG:lrh:LGG_00283 PATRIC:22261898 eggNOG:NOG75892 HOGENOM:HOG000068411 OMA:DSVANSK OrthoDB:EOG6QZMSV ProtClustDB:CLSK838210 BioCyc:LRHA568703:GCGS-279-MONOMER
54593	14	54593_638466559 A4VWF8 EMBL:CP000407 RefSeq:YP_001198847.1 STRING:391295.SSU05_1481 EnsemblBacteria:ABP90447 GeneID:5099717 KEGG:ssu:SSU05_1481 PATRIC:19774713 HOGENOM:HOG000267651 OMA:WILIRED OrthoDB:EOG6PCPZ0 ProtClustDB:CLSK855211 BioCyc:SSUI391295:GHI8-1541-MONOMER
54585	10	54585_645153365 D1AN63 EMBL:CP001739 RefSeq:YP_003309598.1 EnsemblBacteria:ACZ09667 GeneID:8598278 KEGG:str:Sterm_2823 PATRIC:32409638 OrthoDB:EOG6Q8J01 BioCyc:STER526218:GHLD-2842-MONOMER
54584	14	54584_644479641 Q6HH74 EMBL:AE017355 RefSeq:YP_037102.1 STRING:281309.BT9727_2778 EnsemblBacteria:AAT60144 GeneID:2854299 KEGG:btk:BT9727_2778 PATRIC:18986446 HOGENOM:HOG000061384 OMA:DDIACFE OrthoDB:EOG6W9XCJ ProtClustDB:CLSK927545 BioCyc:BTHU281309:GJID-2856-MONOMER
54506	11	54506_642885186 E0U540 EMBL:CP002198 RefSeq:YP_003885594.1 EnsemblBacteria:ADN12319 GeneID:9736731 KEGG:cyj:Cyan7822_0272 PATRIC:42281005 HOGENOM:HOG000287704 OMA:GEDYLYP BioCyc:CSP497965:GJAC-278-MONOMER
54498	16	54498_643955299 D5U3W7 EMBL:CP001959 RefSeq:YP_003632333.1 EnsemblBacteria:ADG70134 GeneID:9140991 KEGG:brm:Bmur_0023 PATRIC:38142149 HOGENOM:HOG000096589 BioCyc:BMUR526224:GHIV-24-MONOMER Gene3D:2.120.10.30 InterPro:IPR011042 InterPro:IPR003961 InterPro:IPR011044 SUPFAM:SSF49265 SUPFAM:SSF50969
54148	8	54148_640625587 A3IM56 EMBL:AAXW01000006 EnsemblBacteria:EAZ92512 PATRIC:27724623 GO:GO:0016787 Gene3D:3.40.50.1110 InterPro:IPR013831
54114	15	54114_645184722 D1B2Y4 EMBL:CP001816 RefSeq:YP_003304489.1 EnsemblBacteria:ACZ12454 GeneID:8592976 KEGG:sdl:Sdel_1436 PATRIC:32483671 HOGENOM:HOG000101856 OMA:PFLTWIE OrthoDB:EOG6RVFT3 BioCyc:SDEL525898:GHVA-1467-MONOMER GO:GO:0004129 InterPro:IPR023616 SUPFAM:SSF81442
63487	9	63487_645649221 D5X2M4 EMBL:CP002021 RefSeq:YP_003643687.1 EnsemblBacteria:ADG31357 GeneID:9152731 KEGG:tin:Tint_1997 HOGENOM:HOG000247734 BioCyc:TINT75379:GH6C-2027-MONOMER
63476	14	63476_638870965 C9XJB3 EMBL:FN538970 RefSeq:YP_003214536.1 STRING:645462.CD196_1509 EnsemblBacteria:CBA62891 GeneID:8464326 KEGG:cdc:CD196_1509 PATRIC:19449337 eggNOG:bactNOG99807 HOGENOM:HOG000109176 OMA:KEESIND OrthoDB:EOG6HMXB6 BioCyc:CDIF645462:GJED-1594-MONOMER
63393	10	63393_645650771 D5X046 EMBL:CP002021 RefSeq:YP_003644804.1 EnsemblBacteria:ADG32474 GeneID:9153884 KEGG:tin:Tint_3147 PATRIC:38296909 HOGENOM:HOG000001322 BioCyc:TINT75379:GH6C-3200-MONOMER
63389	5	63389_638983302 A4A7E2 EMBL:AAOA01000004 EnsemblBacteria:EAQ98211 PATRIC:29063939
63217	8	63217_644268263 D4MSX9 EMBL:FP929060 RefSeq:YP_007810515.1 EnsemblBacteria:CBL36865 GeneID:15234467 KEGG:bprm:CL3_29680 PATRIC:42786262
63110	14	63110_638419928 A5UCA2 EMBL:CP000671 RefSeq:YP_001290786.1 STRING:374930.CGSHiEE_05080 EnsemblBacteria:ABQ98403 GeneID:5225868 KEGG:hip:CGSHiEE_05080 PATRIC:20278163 eggNOG:NOG116210 OMA:TANITRP OrthoDB:EOG6X9MVG ProtClustDB:CLSK2314601 BioCyc:HINF374930:GJDD-964-MONOMER
63063	6	63063_645105758 B7WS11 EMBL:AAUJ02000001 EnsemblBacteria:EED69065 PATRIC:29059513 GO:GO:0016021
63047	10	63047_645162046 D2QPA7 EMBL:CP001769 RefSeq:YP_003388214.1 EnsemblBacteria:ADB39415 GeneID:8727160 KEGG:sli:Slin_3407 PATRIC:32436739 OMA:WERVIFA BioCyc:SLIN504472:GHKB-3432-MONOMER
62943	13	62943_645162023 D2QP85 EMBL:CP001769 RefSeq:YP_003388192.1 EnsemblBacteria:ADB39393 GeneID:8727138 KEGG:sli:Slin_3385 PATRIC:32436695 HOGENOM:HOG000288203 OMA:GIAWDRS BioCyc:SLIN504472:GHKB-3410-MONOMER Gene3D:2.120.10.30 InterPro:IPR011042
62904	12	62904_645177174 D2AVW7 EMBL:CP001814 RefSeq:YP_003335829.1 EnsemblBacteria:ACZ83086 GeneID:8663289 KEGG:sro:Sros_0026 PATRIC:32462027 HOGENOM:HOG000268818 OMA:AHYCTLL OrthoDB:EOG6VHZ6P BioCyc:SROS479432:GI0V-27-MONOMER
62857	12	62857_645566106 E3INJ7 EMBL:CP002297 RefSeq:YP_005701113.1 EnsemblBacteria:ADP85475 GeneID:12867246 KEGG:dvg:Deval_0304 PATRIC:42908022 OMA:MENHPWE BioCyc:DVUL573059:GLCM-321-MONOMER InterPro:IPR027613 TIGRFAMs:TIGR04326
62825	12	62825_645174247 D2AT01 EMBL:CP001814 RefSeq:YP_003343221.1 EnsemblBacteria:ACZ90478 GeneID:8671135 KEGG:sro:Sros_7812 PATRIC:32477431 HOGENOM:HOG000088072 OMA:YEECTEY OrthoDB:EOG610481 BioCyc:SROS479432:GI0V-7871-MONOMER
62818	14	62818_638748542 Q9I0C2 EMBL:AE004091 PIR:B83305 RefSeq:NP_251410.1 STRING:208964.PA2720 GeneID:878944 KEGG:pae:PA2720 PATRIC:19839943 PseudoCAP:PA2720 HOGENOM:HOG000247704 OMA:GYYSVRN OrthoDB:EOG6B3611 ProtClustDB:CLSK867472
62805	14	62805_644407857 D0L1U6 EMBL:CP001801 RefSeq:YP_003263716.1 STRING:555778.Hneap_1847 EnsemblBacteria:ACX96669 GeneID:8535005 KEGG:hna:Hneap_1847 PATRIC:32207640 eggNOG:NOG133367 HOGENOM:HOG000286712 OMA:WMEWYAP OrthoDB:EOG6FFS3R BioCyc:HNEA555778:GIVV-1893-MONOMER
62563	15	62563_645593917 Q6D323 EMBL:BX950851 RefSeq:YP_051012.1 STRING:218491.ECA2921 PRIDE:Q6D323 EnsemblBacteria:CAG75821 GeneID:2882315 KEGG:eca:ECA2921 PATRIC:20481149 HOGENOM:HOG000142131 OMA:DYIRDMR OrthoDB:EOG62NX0Z ProtClustDB:CLSK764956 BioCyc:PATR218491:GJNB-2970-MONOMER
62511	14	62511_639133852 A5VLE2 EMBL:CP000705 RefSeq:YP_001272003.1 EnsemblBacteria:ABQ83666 GeneID:5189071 KEGG:lre:Lreu_1417 PATRIC:22256073 eggNOG:NOG242546 HOGENOM:HOG000288863 OMA:SEVIWDI OrthoDB:EOG6SZ1KZ ProtClustDB:CLSK2400237 BioCyc:LREU557436:GC7Y-1495-MONOMER
62435	10	62435_645162413 D2QUZ6 EMBL:CP001770 RefSeq:YP_003391427.1 EnsemblBacteria:ADB42628 GeneID:8715938 KEGG:sli:Slin_6671 PATRIC:32443272 OMA:FEEETLW BioCyc:SLIN504472:GHKB-6730-MONOMER
62357	5	62357_641053668 A7B434 EMBL:AAYG02000018 EnsemblBacteria:EDN77111 PATRIC:29786440
62355	13	62355_643094491 D7FDE3 EMBL:FN598874 RefSeq:YP_003728664.1 REBASE:26616 EnsemblBacteria:CBI66200 GeneID:9349269 KEGG:hpl:HPB8_643 PATRIC:38175623 HOGENOM:HOG000062341 OMA:NNLPFQC BioCyc:HPYL693745:GJAE-663-MONOMER GO:GO:0004519
62143	14	62143_637750682 Q3A5L6 EMBL:CP000142 RefSeq:YP_006716805.1 STRING:338963.Pcar_1092 EnsemblBacteria:ABA88341 GeneID:3723877 KEGG:pca:Pcar_1092 PATRIC:22888282 eggNOG:NOG118611 OMA:RFHHRSV OrthoDB:EOG62K1RK ProtClustDB:CLSK938467 BioCyc:PCAR338963:GKDU-1226-MONOMER
62139	14	62139_645566915 A1VCK2 EMBL:CP000527 RefSeq:YP_966595.1 EnsemblBacteria:ABM28168 GeneID:4662542 KEGG:dvl:Dvul_1148 PATRIC:21766111 eggNOG:NOG131475 HOGENOM:HOG000227960 OMA:EQENTEN OrthoDB:EOG6BS8WV ProtClustDB:CLSK2395389 BioCyc:DVUL391774:GHS0-1188-MONOMER
62025	5	62025_645508738 B1R2N3 EMBL:ABDT01000116 EnsemblBacteria:EDT73428 PATRIC:26453701
61956	5	61956_643196876 E2N6U7 EMBL:ABZV01000050 EnsemblBacteria:EEB64358 PATRIC:30382379
61889	6	61889_644446493 C2LTH1 EMBL:ACLO01000072 EnsemblBacteria:EEK09687 PATRIC:29724038 OrthoDB:EOG60W7WR
61865	13	61865_641305827 A9MNP8 EMBL:CP000880 ProteinModelPortal:A9MNP8 STRING:41514.SARI_02673 EnsemblBacteria:ABX22530 PATRIC:18474398 eggNOG:COG5164 HOGENOM:HOG000262879 OMA:ATNTGDY OrthoDB:EOG64NB33 ProtClustDB:CLSK937662 BioCyc:SENT882884:GJ8H-2669-MONOMER
61816	16	61816_645279967 A6LBA9 EMBL:CP000140 RefSeq:YP_001302595.1 ProteinModelPortal:A6LBA9 STRING:435591.BDI_1212 EnsemblBacteria:ABR42973 GeneID:5306365 KEGG:pdi:BDI_1212 PATRIC:22845580 eggNOG:NOG136132 HOGENOM:HOG000291383 OMA:NDWPSFA OrthoDB:EOG60PHGC ProtClustDB:CLSK849748 BioCyc:PDIS435591:GCNH-1210-MONOMER
61656	12	61656_644020320 D0LPH9 EMBL:CP001804 RefSeq:YP_003265437.1 STRING:502025.Hoch_0938 EnsemblBacteria:ACY13544 GeneID:8543320 KEGG:hoh:Hoch_0938 eggNOG:NOG267814 HOGENOM:HOG000065217 OrthoDB:EOG6NKR25 BioCyc:HOCH502025:GI43-950-MONOMER
61652	8	61652_643150888 B6XSZ5 EMBL:ABXY01000007 EnsemblBacteria:EEB22242 PATRIC:27205525 OrthoDB:EOG6H7FNP InterPro:IPR013191 Pfam:PF08306
61570	12	61570_645173335 D1AXQ5 EMBL:CP001779 RefSeq:YP_003305958.1 EnsemblBacteria:ACZ01081 GeneID:8600326 KEGG:smf:Smon_0603 PATRIC:32450985 HOGENOM:HOG000293048 OMA:PNFTIIP OrthoDB:EOG62ZHQF BioCyc:SMON519441:GHY8-631-MONOMER
61558	11	61558_642407939 B1EQZ2 EMBL:ABKX01000012 ProteinModelPortal:B1EQZ2 EnsemblBacteria:EDS90376 PATRIC:30328762 Gene3D:3.90.1580.10 InterPro:IPR016187 InterPro:IPR005532 Pfam:PF03781 SUPFAM:SSF56436
61533	10	61533_640155066 A3M8Q2 EMBL:CP000521 STRING:400667.A1S_2890 EnsemblBacteria:ABO13296 eggNOG:bactNOG71666 HOGENOM:HOG000043192 OrthoDB:EOG67DPMH ProtClustDB:CLSK707010 BioCyc:ABAU400667:GI0Q-2878-MONOMER
61342	10	61342_643957194 D5UA32 EMBL:CP001959 RefSeq:YP_003633754.1 EnsemblBacteria:ADG71555 GeneID:9142456 KEGG:brm:Bmur_1468 PATRIC:38145104 HOGENOM:HOG000236938 BioCyc:BMUR526224:GHIV-1489-MONOMER
61302	12	61302_645182622 D2B1U8 EMBL:CP001814 RefSeq:YP_003340143.1 EnsemblBacteria:ACZ87400 GeneID:8667829 KEGG:sro:Sros_4535 PATRIC:32471009 HOGENOM:HOG000077837 OMA:LHYLRWV OrthoDB:EOG6W19HG BioCyc:SROS479432:GI0V-4565-MONOMER
